iter	Passed	Remaining
398	80298	120950
399	80470	120705
400	80645	120466
401	80818	120222
402	80989	119977
403	81151	119718
404	81319	119468
405	81490	119224
406	81653	118969
407	81853	118768
408	82020	118518
409	82180	118260
410	82362	118032
411	82524	117778
412	82716	117565
413	82887	117324
414	83053	117074
415	83239	116855
416	83454	116676
417	83628	116439
418	83849	116269
419	84084	116117
420	84276	115905
421	84440	115655
422	84615	115421
423	84781	115174
424	84954	114937
425	85131	114707
426	85300	114465
427	85480	114240
428	85662	114017
429	85825	113768
430	86017	113559
431	86257	113412
432	86447	113199
433	86617	112962
434	86796	112735
435	86974	112508
436	87157	112288
437	87325	112047
438	87495	111811
439	87695	111612
440	87882	111398
441	88049	111157
442	88235	110941
443	88397	110695
444	88558	110449
445	88731	110217
446	88905	109988
447	89086	109766
448	89282	109564
449	89474	109357
450	89679	109166
451	89858	108943
452	90020	108700
453	90181	108456
454	90345	108215
455	90504	107970
456	90685	107751
457	90846	107508
458	91017	107277
459	91188	107047
460	91407	106873
461	91603	106672
462	91796	106468
463	91975	106247
464	92144	106015
465	92322	105794
466	92515	105590
467	92687	105363
468	92863	105139
469	93030	104906
470	93236	104717
471	93427	104512
472	93619	104308
473	93805	104096
474	94003	103898
475	94201	103700
476	94364	103464
477	94555	103259
478	94738	103045
479	94900	102809
480	95063	102573
481	95226	102339
482	95451	102170
483	95683	102009
484	95851	101780
485	96034	101566
486	96222	101359
487	96386	101127
488	96570	100915
489	96745	100693
490	96974	100530
491	97157	100317
492	97345	100109
493	97543	99913
494	97727	99701
495	97952	99532
496	98169	99354
497	98332	99122
498	98513	98908
499	98710	98710
500	98880	98485
501	99067	98277
502	99269	98085
503	99433	97855
504	99619	97647
505	99820	97452
506	100026	97264
507	100197	97042
508	100391	96840
509	100557	96613
510	100747	96409
511	100942	96210
512	101118	95993
513	101313	95794
514	101476	95565
515	101658	95354
516	101841	95144
517	102108	95012
518	102289	94799
519	102469	94587
520	102683	94405
521	102857	94187
522	103049	93985
523	103232	93776
524	103407	93559
525	103582	93342
526	103748	93117
527	103975	92947
528	104138	92720
529	104312	92503
530	104495	92294
531	104683	92090
532	104874	91888
533	105036	91661
534	105223	91455
535	105386	91229
536	105573	91025
537	105769	90828
538	105960	90626
539	106126	90403
540	106287	90177
541	106455	89957
542	106651	89760
543	106832	89550
544	107014	89342
545	107178	89119
546	107345	88898
547	107521	88685
548	107685	88462
549	107851	88242
550	108057	88054
551	108226	87835
552	108420	87638
553	108606	87433
554	108779	87219
555	108943	86997
556	109151	86811
557	109331	86602
558	109515	86397
559	109692	86187
560	109901	86001
561	110104	85810
562	110303	85617
563	110497	85420
564	110666	85203
565	110827	84980
566	111015	84779
567	111182	84560
568	111376	84364
569	111550	84152
570	111731	83945
571	111902	83730
572	112091	83530
573	112259	83314
574	112442	83109
575	112626	82905
576	112791	82687
577	112957	82470
578	113125	82255
579	113296	82042
580	113474	81834
581	113677	81644
582	113863	81442
583	114046	81238
584	114218	81026
585	114399	80821
586	114566	80606
587	114751	80404
588	114915	80187
589	115129	80005
590	115321	79808
591	115504	79604
592	115675	79392
593	115842	79178
594	116008	78963
595	116170	78746
596	116347	78539
597	116521	78330
598	116716	78135
599	116878	77919
600	117061	77716
601	117300	77550
602	117496	77356
603	117666	77145
604	117850	76943
605	118045	76749
606	118210	76534
607	118388	76329
608	118567	76124
609	118729	75909
610	118899	75698
611	119065	75485
612	119227	75270
613	119422	75076
614	119603	74873
615	119772	74663
616	119959	74464
617	120167	74278
618	120399	74106
619	120607	73920
620	120797	73723
621	120989	73527
622	121153	73314
623	121344	73117
624	121511	72906
625	121674	72693
626	121858	72493
627	122025	72282
628	122211	72083
629	122393	71881
630	122581	71683
631	122768	71485
632	122983	71303
633	123152	71094
634	123317	70883
635	123482	70672
636	123654	70465
637	123827	70259
638	123994	70050
639	124166	69843
640	124330	69632
641	124500	69425
642	124670	69218
643	124846	69014
644	125019	68809
645	125202	68609
646	125366	68399
647	125553	68202
648	125732	67999
649	125907	67796
650	126110	67607
651	126310	67417
652	126521	67232
653	126789	67078
654	127032	66910
655	127255	66731
656	127437	66531
657	127630	66336
658	127836	66149
659	128055	65968
660	128232	65765
661	128422	65569
662	128588	65360
663	128751	65151
664	128913	64941
665	129122	64754
666	129324	64565
667	129488	64356
668	129658	64150
669	129849	63955
670	130033	63756
671	130203	63551
672	130383	63351
673	130581	63159
674	130765	62960
675	130956	62766
676	131142	62568
677	131323	62368
678	131490	62162
679	131658	61957
680	131851	61762
681	132029	61562
682	132204	61359
683	132367	61152
684	132548	60953
685	132749	60762
686	132937	60566
687	133178	60394
688	133415	60220
689	133598	60022
690	133771	59819
691	133951	59620
692	134117	59414
693	134282	59208
694	134453	59004
695	134635	58806
696	134835	58615
697	135057	58434
698	135248	58239
699	135437	58044
700	135606	57840
701	135769	57634
702	135945	57433
703	136111	57228
704	136299	57033
705	136496	56841
706	136662	56636
707	136842	56437
708	137020	56238
709	137184	56032
710	137348	55828
711	137526	55628
712	137696	55426
713	137886	55231
714	138069	55034
715	138260	54840
716	138439	54642
717	138608	54439
718	138790	54242
719	138959	54039
720	139144	53843
721	139320	53644
722	139499	53445
723	139666	53243
724	139835	53040
725	139998	52836
726	140176	52638
727	140353	52439
728	140522	52238
729	140711	52043
730	140901	51850
731	141083	51653
732	141251	51451
733	141424	51252
734	141631	51064
735	141815	50868
736	141988	50668
737	142149	50465
738	142315	50262
739	142507	50070
740	142686	49873
741	142876	49679
742	143045	49478
743	143209	49276
744	143395	49081
745	143564	48881
746	143773	48694
747	143946	48495
748	144124	48298
749	144290	48096
750	144462	47897
751	144629	47697
752	144796	47496
753	144969	47297
754	145153	47102
755	145356	46913
756	145522	46713
757	145694	46514
758	145883	46321
759	146061	46124
760	146248	45930
761	146411	45729
762	146602	45536
763	146771	45337
764	146939	45138
765	147115	44941
766	147291	44744
767	147468	44547
768	147632	44347
769	147817	44153
770	147997	43957
771	148165	43758
772	148335	43560
773	148551	43375
774	148798	43199
775	148973	43002
776	149169	42811
777	149340	42613
778	149534	42422
779	149698	42222
780	149866	42024
781	150069	41835
782	150245	41638
783	150452	41451
784	150617	41251
785	150785	41053
786	150977	40861
787	151161	40667
788	151345	40473
789	151524	40278
790	151719	40087
791	151911	39896
792	152090	39700
793	152281	39508
794	152454	39312
795	152649	39121
796	152822	38924
797	153015	38733
798	153209	38542
799	153377	38344
800	153579	38155
801	153780	37965
802	153952	37769
803	154135	37575
804	154334	37385
805	154517	37191
806	154711	37000
807	154881	36803
808	155043	36604
809	155217	36408
810	155398	36214
811	155560	36016
812	155730	35819
813	155920	35628
814	156095	35432
815	156273	35238
816	156450	35043
817	156635	34850
818	156827	34659
819	157017	34467
820	157205	34275
821	157392	34082
822	157588	33892
823	157758	33695
824	157939	33502
825	158103	33305
826	158277	33109
827	158484	32921
828	158649	32725
829	158831	32531
830	159023	32340
831	159225	32151
832	159403	31957
833	159568	31760
834	159734	31564
835	159902	31368
836	160109	31180
837	160307	30990
838	160511	30801
839	160678	30605
840	160877	30415
841	161063	30223
842	161251	30031
843	161432	29838
844	161608	29644
845	161813	29455
846	161982	29260
847	162153	29065
848	162318	28869
849	162483	28673
850	162679	28483
851	162859	28290
852	163037	28096
853	163204	27901
854	163398	27710
855	163596	27520
856	163763	27325
857	164002	27142
858	164188	26950
859	164353	26755
860	164515	26559
861	164698	26367
862	164892	26176
863	165082	25985
864	165252	25790
865	165432	25598
866	165598	25403
867	165766	25208
868	165934	25014
869	166113	24821
870	166279	24626
871	166444	24432
872	166612	24238
873	166796	24046
874	166967	23852
875	167163	23662
876	167389	23476
877	167551	23281
878	167721	23087
879	167906	22896
880	168076	22702
881	168259	22510
882	168420	22316
883	168596	22123
884	168804	21935
885	168978	21742
886	169142	21548
887	169311	21354
888	169513	21165
889	169696	20973
890	169868	20780
891	170039	20587
892	170231	20397
893	170409	20205
894	170573	20011
895	170756	19819
896	170924	19626
897	171106	19435
898	171276	19242
899	171464	19051
900	171650	18860
901	171843	18670
902	172008	18477
903	172191	18285
904	172366	18093
905	172564	17904
906	172757	17713
907	172937	17522
908	173113	17330
909	173286	17138
910	173483	16948
911	173665	16757
912	173850	16566
913	174039	16375
914	174225	16184
915	174420	15994
916	174607	15804
917	174799	15613
918	174970	15421
919	175149	15230
920	175327	15038
921	175512	14848
922	175690	14656
923	175885	14466
924	176119	14279
925	176307	14089
926	176472	13897
927	176653	13705
928	176847	13515
929	177015	13323
930	177179	13131
931	177383	12942
932	177567	12751
933	177740	12559
934	177914	12368
935	178107	12178
936	178312	11989
937	178496	11798
938	178664	11606
939	178844	11415
940	179020	11224
941	179185	11032
942	179457	10847
943	179652	10657
944	179831	10466
945	180005	10275
946	180169	10083
947	180337	9891
948	180502	9700
949	180664	9508
950	180847	9318
951	181019	9127
952	181197	8936
953	181359	8744
954	181589	8556
955	181789	8366
956	181981	8176
957	182169	7986
958	182336	7795
959	182503	7604
960	182667	7413
961	182836	7222
962	183016	7031
963	183188	6841
964	183355	6650
965	183556	6460
966	183739	6270
967	183921	6080
968	184093	5889
969	184266	5698
970	184432	5508
971	184647	5319
972	184812	5128
973	184981	4937
974	185144	4747
975	185323	4557
976	185495	4366
977	185727	4177
978	185901	3987
979	186087	3797
980	186295	3608
981	186536	3419
982	186766	3229
983	186963	3040
984	187226	2851
985	187413	2661
986	187590	2470
987	187755	2280
988	187960	2090
989	188123	1900
990	188293	1710
991	188460	1519
992	188626	1329
993	188826	1139
994	189051	950
995	189251	760
996	189464	570
997	189655	380
998	189819	190
999	190000	0
